date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:21:51	193714/193714	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:50%20GMT	https://actionrefund.com/new-action-service/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-service/index.html	(from https://actionrefund.com/)
17:21:51	193100/193100	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:51%20GMT	https://actionrefund.com/additional-1/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-1/index.html	(from https://actionrefund.com/)
17:21:51	97801/97801	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:46%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img1.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img1.png	(from https://actionrefund.com/)
17:21:52	46418/46418	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:49%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img2.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img2.png	(from https://actionrefund.com/)
17:21:52	186038/186038	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:51%20GMT	https://actionrefund.com/additional-2/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-2/index.html	(from https://actionrefund.com/)
17:21:52	184389/184389	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:52%20GMT	https://actionrefund.com/additional-4/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-4/index.html	(from https://actionrefund.com/)
17:21:53	185895/185895	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:52%20GMT	https://actionrefund.com/additional-5/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-5/index.html	(from https://actionrefund.com/)
17:21:53	185522/185522	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:52%20GMT	https://actionrefund.com/additional-3/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-3/index.html	(from https://actionrefund.com/)
17:21:53	92708/92708	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:52%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img3.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img3.png	(from https://actionrefund.com/)
17:21:53	3155417/3155417	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Oct%202021%2016:34:25%20GMT	https://actionrefund.com/wp-content/themes/coelix/svgMap.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/svgMap.svg	(from https://actionrefund.com/)
17:21:54	185103/185103	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:53%20GMT	https://actionrefund.com/additional-6/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-6/index.html	(from https://actionrefund.com/)
17:21:54	2378/2378	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/australia.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/australia.svg	(from https://actionrefund.com/)
17:21:54	188576/188576	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:53%20GMT	https://actionrefund.com/additional-7/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-7/index.html	(from https://actionrefund.com/)
17:21:54	186029/186029	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:53%20GMT	https://actionrefund.com/additional-8/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-8/index.html	(from https://actionrefund.com/)
17:21:54	519/519	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/denmark.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/denmark.svg	(from https://actionrefund.com/)
17:21:54	186214/186214	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:54%20GMT	https://actionrefund.com/additional-9/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-9/index.html	(from https://actionrefund.com/)
17:21:54	186514/186514	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:54%20GMT	https://actionrefund.com/additional-10/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-10/index.html	(from https://actionrefund.com/)
17:21:55	533/533	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/germany.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/germany.svg	(from https://actionrefund.com/)
17:21:55	185196/185196	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:54%20GMT	https://actionrefund.com/additional-11/	C:/My%20Web%20Sites/Action/actionrefund.com/additional-11/index.html	(from https://actionrefund.com/)
17:21:55	186517/186517	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:54%20GMT	https://actionrefund.com/new-action-testimonials/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-testimonials/index.html	(from https://actionrefund.com/)
17:21:55	6219/6219	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/hong-kong.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/hong-kong.svg	(from https://actionrefund.com/)
17:21:55	188157/188157	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:54%20GMT	https://actionrefund.com/new-action-faq/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-faq/index.html	(from https://actionrefund.com/)
17:21:55	624/624	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/ireland.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/ireland.svg	(from https://actionrefund.com/)
17:21:56	193677/193677	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:55%20GMT	https://actionrefund.com/new-action-articles-1/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-articles-1/index.html	(from https://actionrefund.com/)
17:21:56	571/571	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/netherlands.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/netherlands.svg	(from https://actionrefund.com/)
17:21:56	182293/182293	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:55%20GMT	https://actionrefund.com/new-action-contacts/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-contacts/index.html	(from https://actionrefund.com/)
17:21:56	49343/49343	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:55%20GMT	https://actionrefund.com/payment/	C:/My%20Web%20Sites/Action/actionrefund.com/payment/index.html	(from https://actionrefund.com/)
17:21:56	6086/6086	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/new-zealand.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/new-zealand.svg	(from https://actionrefund.com/)
17:21:56	261912/261912	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:56%20GMT	https://actionrefund.com/newaction-fr/	C:/My%20Web%20Sites/Action/actionrefund.com/newaction-fr/index.html	(from https://actionrefund.com/)
17:21:57	636/636	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/norway.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/norway.svg	(from https://actionrefund.com/)
17:21:57	324408/324408	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:56%20GMT	https://actionrefund.com/action-de/	C:/My%20Web%20Sites/Action/actionrefund.com/action-de/index.html	(from https://actionrefund.com/)
17:21:57	4106/4106	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/portugal.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/portugal.svg	(from https://actionrefund.com/)
17:21:57	2028/2028	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/singapore.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/singapore.svg	(from https://actionrefund.com/)
17:21:58	979/979	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/sweden.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/sweden.svg	(from https://actionrefund.com/)
17:21:58	660/660	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/switzerland.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/switzerland.svg	(from https://actionrefund.com/)
17:21:58	755/755	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Feb%202021%2020:29:59%20GMT	https://actionrefund.com/wp-content/uploads/2020/12/united-arab-emirates.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2020/12/united-arab-emirates.svg	(from https://actionrefund.com/)
17:21:58	34443/34443	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:56%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img4.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img4.png	(from https://actionrefund.com/)
17:21:59	101842/101842	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:59%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img5.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img5.png	(from https://actionrefund.com/)
17:21:59	52666/52666	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:21:02%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img6.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img6.png	(from https://actionrefund.com/)
17:21:59	35226/35226	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:21:05%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img7.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img7.png	(from https://actionrefund.com/)
17:22:00	45090/45090	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:21:08%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img8.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img8.png	(from https://actionrefund.com/)
17:22:00	9368/9368	---M--	200	added ('OK')	image/webp	date:Tue,%2004%20Oct%202022%2008:10:57%20GMT	https://actionrefund.com/wp-content/uploads/2022/10/Money-Back.webp	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2022/10/Money-Back.webp	(from https://actionrefund.com/)
17:22:00	81166/81166	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:21:59%20GMT	https://actionrefund.com/about-us/	C:/My%20Web%20Sites/Action/actionrefund.com/about-us/index.html	(from https://actionrefund.com/)
17:22:00	36846/36846	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2012:07:57%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img10.webp	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img10.webp	(from https://actionrefund.com/)
17:22:00	83724/83724	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:00%20GMT	https://actionrefund.com/new-terms/	C:/My%20Web%20Sites/Action/actionrefund.com/new-terms/index.html	(from https://actionrefund.com/)
17:22:01	94892/94892	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2012:07:59%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img11.webp	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img11.webp	(from https://actionrefund.com/)
17:22:01	31090/31090	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Oct%202021%2012:08:01%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/img12.webp	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/img12.webp	(from https://actionrefund.com/)
17:22:01	84261/84261	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:01%20GMT	https://actionrefund.com/how-to-spot-a-scam-website/	C:/My%20Web%20Sites/Action/actionrefund.com/how-to-spot-a-scam-website/index.html	(from https://actionrefund.com/)
17:22:01	4694/4694	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:01%20GMT	https://actionrefund.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/Action/actionrefund.com/cdn-cgi/l/email-protection.html	(from https://actionrefund.com/)
17:22:02	1188/1188	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:47%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/ficon1.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/ficon1.png	(from https://actionrefund.com/)
17:22:02	83631/83631	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:01%20GMT	https://actionrefund.com/how-does-chargeback-work/	C:/My%20Web%20Sites/Action/actionrefund.com/how-does-chargeback-work/index.html	(from https://actionrefund.com/)
17:22:02	1886/1886	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:49%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/ficon2.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/ficon2.png	(from https://actionrefund.com/)
17:22:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:01%20GMT	https://actionrefund.com/new-action-articles/	C:/My%20Web%20Sites/Action/actionrefund.com/new-action-articles/index.html	(from https://actionrefund.com/)
17:22:02	1464/1464	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:52%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/ficon3.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/ficon3.png	(from https://actionrefund.com/)
17:22:02	1214/1214	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:53%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/ficon4.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/ficon4.png	(from https://actionrefund.com/)
17:22:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Oct%202022%2014:22:02%20GMT	https://actionrefund.com/%22data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNwx2oIoVf4UPQ0Lj1FdKktevIpel8AKNUkDcWMxpgSaIEaTVv3sx7uztiTdu2s/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTdNsKE59juMcuZd6xIAFeZ6fGCdJ8kY4y7KAuTRNGd7jyEBXsdOPE3a0QGPsniOnnYMO67LgSQN9T41F2QGrQRRFCwyzoIF2qyBuKKbcOgPXdVeY9rMWgNsjf9ccYesJhk3f5dYT1HX9gR0LLQR30TnjkUEcx2uIuS4RnI+aj6sJR0AM8AaumPaM/rRehyWhXqbFAA9kh3/8/NvHxAYGAsZ/il8IalkCLBfNVAAAAABJRU5ErkJggg==%22	C:/My%20Web%20Sites/Action/actionrefund.com/_data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYA/9hAAABHklEQVQ4EaVTO26DQBD1ohQWaS2lg9JybZ+AK7hNw/98DywOw3Dued4Who/M2aIx5lZV1aEsy0+qiwHELyi+Ytl0PQ69SxAxkWIA4RMRTd/il8IalkCLBfNVAAAAABJRU5	(from https://actionrefund.com/)
17:22:03	2375/2375	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:55%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/ficon5.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/ficon5.png	(from https://actionrefund.com/)
17:22:03	101710/101710	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:02%20GMT	https://actionrefund.com/new-privacy/	C:/My%20Web%20Sites/Action/actionrefund.com/new-privacy/index.html	(from https://actionrefund.com/)
17:22:03	1054/1054	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:57%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/ficon6.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/ficon6.png	(from https://actionrefund.com/)
17:22:03	71099/71099	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Oct%202022%2014:22:02%20GMT	https://actionrefund.com/new-legal/	C:/My%20Web%20Sites/Action/actionrefund.com/new-legal/index.html	(from https://actionrefund.com/)
17:22:03	664/664	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2011:20:24%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/ficon7.png	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/ficon7.png	(from https://actionrefund.com/)
17:22:03	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634571bd-4d7%22	https://actionrefund.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Action/actionrefund.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://actionrefund.com/)
17:22:04	2451/2451	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Oct%202021%2011:19:43%20GMT	https://actionrefund.com/wp-content/uploads/2021/10/calc-icon.svg	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/uploads/2021/10/calc-icon.svg	(from https://actionrefund.com/)
17:22:04	3082/3082	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Sep%202022%2012:01:09%20GMT	https://actionrefund.com/wp-content/themes/coelix/reworkUtils2.js?1625063277	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/reworkUtils2659e.js	(from https://actionrefund.com/)
17:22:04	21467/21467	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20Oct%202022%2011:26:23%20GMT	https://actionrefund.com/wp-content/themes/coelix/main-js.js?1905936078	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/main-jse1b3.js	(from https://actionrefund.com/)
17:22:05	680/680	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2010:34:09%20GMT	https://actionrefund.com/wp-content/themes/coelix/legal.js	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/legal.js	(from https://actionrefund.com/)
17:22:05	159848/159848	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Poppins-Light.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Poppins-Light.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
17:22:06	158192/158192	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Poppins-Regular.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Poppins-Regular.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
17:22:06	156480/156480	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Poppins-Medium.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Poppins-Medium.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
17:22:06	155192/155192	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Poppins-SemiBold.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Poppins-SemiBold.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
17:22:07	153900/153900	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Poppins-Bold.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Poppins-Bold.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
17:22:07	242068/242068	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Montserrat-Light.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Montserrat-Light.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
17:22:08	245708/245708	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Montserrat-Regular.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Montserrat-Regular.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
17:22:08	243180/243180	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Montserrat-Medium.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Montserrat-Medium.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
17:22:08	243816/243816	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Nov%202021%2008:26:31%20GMT	https://actionrefund.com/wp-content/themes/coelix/Montserrat-SemiBold.ttf	C:/My%20Web%20Sites/Action/actionrefund.com/wp-content/themes/coelix/Montserrat-SemiBold.ttf	(from https://actionrefund.com/wp-content/themes/coelix/newmain8-styles.css?1994490935)
